Home & Clothing Care	Storage & Organization	43	60	0.7166666666666667
Home & Clothing Care	Irons & Clothing Care	17	60	0.2833333333333333
Home Improvement	Heating & Cooling	289503	790865	0.36605868258173013
Home Improvement	Safety & Security	35477	790865	0.04485847774272474
Home Improvement	Automotive	201785	790865	0.25514468335303747
Home Improvement	Tools & Hardware	264100	790865	0.3339381563225076
None	None	0	0	
Pet Supplies	Clothes & Accessories	315711	1197147	0.26371949309483295
Pet Supplies	Collars & Leashes	65343	1197147	0.05458226934536861
Pet Supplies	Beds & Furniture	337283	1197147	0.2817390011418815
Pet Supplies	Food & Treats	21650	1197147	0.018084662952837036
Pet Supplies	Toys	407505	1197147	0.34039679337625206
Pet Supplies	Grooming	61	1197147	5.095447760383646E-5
Pet Supplies	Bowls & Feeders	876	1197147	7.317397111632907E-4
Pet Supplies	Clean Up	2099	1197147	0.0017533352211549626
Pet Supplies	Houses & Habitats	28020	1197147	0.023405646925565533
Pet Supplies	Travel	18599	1197147	0.015536103753340233
Sports & Fitness	Outdoor Recreation	79268	381481	0.20779016517205312
Sports & Fitness	Fitness	86635	381481	0.22710174294394742
Sports & Fitness	Sporting Goods	215578	381481	0.5651080918839995
Electronics	Electronics Accessories	2293863	4528063	0.5065881371350178
Electronics	Home Audio	381022	4528063	0.08414679742750929
Electronics	Headphones & Portable Audio	514263	4528063	0.113572403917525
Electronics	Movies & Home Entertainment	6321	4528063	0.0013959611427667856
Electronics	Video Games & Consoles	524475	4528063	0.11582767289236037
Electronics	Home Automation	258171	4528063	0.057015770319450064
Electronics	Home Electronics	215173	4528063	0.04751987770488176
Electronics	Camera & Video	104727	4528063	0.023128432621189236
Electronics	Tablets & Computers	54904	4528063	0.012125272992005632
Electronics	Vehicles	54926	4528063	0.012130131581649814
Electronics	TV & Home Theater	120218	4528063	0.026549542265644273
Clothing	Bottoms	158928526	562876985	0.28235037181347894
Clothing	Dress Suits	65789	562876985	1.1687988983951795E-4
Clothing	Tops	234576192	562876985	0.41674504065928364
Clothing	Outerwear	46253341	562876985	0.08217308973824894
Clothing	Accessories	8245	562876985	1.4647960779565362E-5
Clothing	Socks & Hosiery	20935393	562876985	0.03719354949287898
Clothing	Dresses	11040864	562876985	0.019615056742815662
Clothing	In Progress	25	562876985	4.441467792469788E-8
Clothing	Clothing Sets	9118366	562876985	0.01619957156358063
Clothing	Swimsuits	910238	562876985	0.001617117104192846
Clothing	Sleepwear	31245785	562876985	0.055510859091174244
Clothing	Outfits	166	562876985	2.949134614199939E-7
Clothing	One-Piece	2257326	562876985	0.004010336290441863
Clothing	Underwear	47536729	562876985	0.08445314032514582
Lighting	Other Lighting	598996	609168	0.983301814934468
Lighting	Lamps & Lamp Shades	2682	609168	0.004402726341501852
Lighting	Wall Lights	7151	609168	0.011738961994064035
Lighting	Ceiling Lights	339	609168	5.564967299661177E-4
Patio & Garden	Lawn & Garden	20059	24416	0.8215514416775884
Patio & Garden	Outdoor Heating	2466	24416	0.10099934469200524
Patio & Garden	Grilling	1891	24416	0.07744921363040629
Books	Children's Books	1054058	1230095	0.8568915408972477
Books	Other Books	1463	1230095	0.001189339034789996
Books	Novelty Books	174574	1230095	0.14191912006796223
Arts & Crafts	Scrapbooking & Paper Crafts	824	117333	0.007022747223713704
Arts & Crafts	Basic Crafting Supplies	9824	117333	0.08372751058951872
Arts & Crafts	Party Supplies	104385	117333	0.8896474137710618
Arts & Crafts	Craft Storage & Organization	1	117333	8.522751485089447E-6
Arts & Crafts	General Crafts & Hobbies	1851	117333	0.015775612998900564
Arts & Crafts	Beading & Jewelry Making	448	117333	0.003818192665320072
Office Supplies	Basic Supplies	47834	306214	0.1562110158255338
Office Supplies	Desk Accessories	107623	306214	0.35146335569242426
Office Supplies	Forms & Recordkeeping	5	306214	1.6328450038208573E-5
Office Supplies	Office Electronics	2041	306214	0.00666527330559674
Office Supplies	Paper & Stationery	148711	306214	0.485644026726407
Health & Personal Care	Oral Care	1200027	3430897	0.34977062849744545
Health & Personal Care	Shaving & Hair Removal	1304558	3430897	0.38023817095062895
Health & Personal Care	Wellness	926312	3430897	0.26999120055192566
Health & Beauty	Skincare	0	81	0.0
Health & Beauty	Oral Care	11	81	0.13580246913580246
Health & Beauty	Bags & Cases	0	81	0.0
Health & Beauty	Fragrances	70	81	0.8641975308641975
Accessories	Accessories	31439709	31440541	0.9999735373510271
Accessories	Food Storage	767	31440541	2.4395254521860805E-5
Accessories	Handbags & Purses	65	31440541	2.0673944510051527E-6
Bed & Bath	Mattress Pads & Toppers	4105659	42748609	0.09604193203105159
Bed & Bath	Bedding	24045262	42748609	0.5624805710052461
Bed & Bath	Pillows	4153497	42748609	0.09716098598670193
Bed & Bath	Bathroom	10444191	42748609	0.24431651097700044
Furniture	Ottomans & Poufs	10036	397869	0.025224382899899214
Furniture	Beds & Headboards	512	397869	0.0012868557238689116
Furniture	Furniture Collections & Sets	10021	397869	0.02518668204861399
Furniture	Chairs	283901	397869	0.7135539587150544
Furniture	Futons	206	397869	5.177583576503824E-4
Furniture	Other Furniture	10283	397869	0.025845190251062536
Furniture	Bookcases & Shelving	43365	397869	0.10899316106557685
Furniture	Mattresses & Accessories	5882	397869	0.014783760483978396
Furniture	Bars & Wine Cabinets	20	397869	5.026780171362936E-5
Furniture	TV Stands & Entertainment Centers	439	397869	0.0011033782476141645
Furniture	Dressers & Chests	556	397869	0.0013974448876388963
Furniture	Cabinets	444	397869	0.0011159451980425718
Furniture	Tables	30279	397869	0.07610293840434917
Furniture	Desks	276	397869	6.936956636480852E-4
Furniture	Carts & Islands	1649	397869	0.004144580251288741
Kitchen & Dining	Kitchen Linens	2263333	30230869	0.07486827454414229
Kitchen & Dining	Cutlery & Knives	597134	30230869	0.01975245898488727
Kitchen & Dining	Flatware	581678	30230869	0.019241193496620953
Kitchen & Dining	Table Linens	1975073	30230869	0.06533298794685657
Kitchen & Dining	Small Appliances	13437048	30230869	0.44448103691627255
Kitchen & Dining	Drinkware & Glassware	1417949	30230869	0.046904010599232195
Kitchen & Dining	Food & Beverage	2515865	30230869	0.08322172280260948
Kitchen & Dining	Food Storage	492150	30230869	0.016279717265157017
Kitchen & Dining	Cookware & Bakeware	3527249	30230869	0.11667706277315415
Kitchen & Dining	Wine & Bar Tools	414371	30230869	0.013706883516977299
Kitchen & Dining	Grilling	1751	30230869	5.792092843907332E-5
Kitchen & Dining	Kitchen Accessories	57753	30230869	0.0019103982753522566
Kitchen & Dining	Dinnerware & Serveware	1473940	30230869	0.048756124079661754
Kitchen & Dining	Cooking Utensils & Tools	1475575	30230869	0.048810207870637126
Furniture & Decor	Curtain Rods & Hardware	7	46	0.15217391304347827
Furniture & Decor	In Progress	39	46	0.8478260869565217
Storage & Cleaning	Vacuums & Floor Care	5373518	6335535	0.8481553649376099
Storage & Cleaning	Storage & Organization	530485	6335535	0.08373168169696797
Storage & Cleaning	Irons & Clothing Care	408837	6335535	0.0645307775902114
Storage & Cleaning	Cleaning Supplies	22695	6335535	0.0035821757752107753
Shoes	Shoes	77014950	77014950	1.0
Jewelry	Necklaces	5722109	19893353	0.2876392431180405
Jewelry	Other Jewelry	19783	19893353	9.944527702293324E-4
Jewelry	Earrings	7631525	19893353	0.38362185600386217
Jewelry	Beads & Charms	1575	19893353	7.917217374064593E-5
Jewelry	Jewelry Cleaners	30963	19893353	0.0015564495336708698
Jewelry	Anklets	15001	19893353	7.540709703386855E-4
Jewelry	Rings	3253518	19893353	0.16354799515194848
Jewelry	Jewelry Sets	645046	19893353	0.032425202528703935
Jewelry	Pins	169354	19893353	0.008513094801062446
Jewelry	Bracelets	2404479	19893353	0.12086846294840292
Watches	Watches	2893284	2893481	0.9999319159171945
Watches	Watch Bands	197	2893481	6.808408280545129E-5
Musical Instruments	Guitars & Stringed Instruments	10735	23747	0.45205710194972
Musical Instruments	Woodwind Instruments	7443	23747	0.31342906472396515
Musical Instruments	Musical Instrument Accessories	5569	23747	0.2345138333263149
Baby Gear	Potty	17	824853	2.0609732885738427E-5
Baby Gear	Play Yards & Portable Beds	337	824853	4.0855764602905E-4
Baby Gear	Food Preparation	19	824853	2.3034407342884128E-5
Baby Gear	Bath	111853	824853	0.13560355602755886
Baby Gear	Bottle Feeding	115	824853	1.394187812858776E-4
Baby Gear	Diapering	82	824853	9.941165274297359E-5
Baby Gear	Diaper Bags	101	824853	1.2244606008585772E-4
Baby Gear	High Chairs	152	824853	1.8427525874307302E-4
Baby Gear	Solid Feeding	36474	824853	0.044218788074966084
Baby Gear	Strollers	997	824853	0.0012087002168871303
Baby Gear	Car Seats	998	824853	0.001209912554115703
Baby Gear	Baby Carriers	344	824853	4.1704400662905997E-4
Baby Gear	Safety	1766	824853	0.0021409875456596507
Baby Gear	Health	7	824853	8.486360600009942E-6
Baby Gear	Baby Activity	153805	824853	0.186463527440647
Baby Gear	Nursing	23	824853	2.7883756257175522E-5
Baby Gear	Nursing & Feeding Accessories	168315	824853	0.20405454062723904
Baby Gear	Baby Bedding	349060	824853	0.42317843300563857
Baby Gear	Nursery Furniture	388	824853	4.703868446862653E-4
Home Decor	Artificial Flowers & Plants	732712	23926524	0.030623420267816587
Home Decor	Picture Frames & Photo Albums	1592374	23926524	0.06655266765870378
Home Decor	Decorative Accents	5393407	23926524	0.22541540091657275
Home Decor	Rugs	4324376	23926524	0.18073565554277754
Home Decor	Wall Decor	1730099	23926524	0.07230883182195626
Home Decor	Slipcovers & Furniture Protectors	9931	23926524	4.150623801434759E-4
Home Decor	Candles	5061452	23926524	0.2115414675361954
Home Decor	Decorative Pillows & Chair Pads	2708062	23926524	0.11318242465976253
Home Decor	Window Treatments	2108415	23926524	0.08812040562181117
Home Decor	Baskets, Bowls, & Vases	265696	23926524	0.011104663594260496
Beauty	Makeup	2556247	12820444	0.19938833631658934
Beauty	Brushes & Tools	338301	12820444	0.026387619648742273
Beauty	Fragrances	5619278	12820444	0.4383060368268057
Beauty	Bags & Cases	131971	12820444	0.010293793257082203
Beauty	Skincare	897787	12820444	0.07002776190902593
Beauty	Bath & Body	1423255	12820444	0.11101448592576045
Beauty	Nail Polish & Tools	598401	12820444	0.04667552855423728
Beauty	Oral Care	19	12820444	1.4820079554187046E-6
Beauty	Hair Care	1255185	12820444	0.09790495555380141
Luggage & Suitcases	Luggage	4353443	4353443	1.0
Luggage & Suitcases	Backpacks & Bags	0	4353443	0.0
Costumes	Costumes	39	39	1.0
Toys	Action Figures	825972	12949526	0.06378395626218288
Toys	Dolls & Doll Houses	2028564	12949526	0.15665160253742105
Toys	Outdoor Play Toys	545813	12949526	0.04214926476845562
Toys	Pretend Play	1301661	12949526	0.10051804212756513
Toys	Stuffed Animals	2273163	12949526	0.17554024757354053
Toys	Games	952885	12949526	0.07358454664672669
Toys	Learning & Education Toys	3	12949526	2.316687112717485E-7
Toys	Educational Toys	1282555	12949526	0.09904262132837913
Toys	Toy Building Blocks & Sets	1353530	12949526	0.10452351692254991
Toys	Vehicles	1021642	12949526	0.07889416184036388
Toys	Puzzles	437388	12949526	0.03377637142857584
Toys	Puzzles & Games	144204	12949526	0.011135851613410406
Toys	Arts & Crafts	782146	12949526	0.06039958528211766
Gift Cards	Gift Cards	241	241	1.0
